22:50:06.54 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.2.Final
14:35:03.20 [cluster-ClusterId{value='68c68c468ce3687aa963acfc', description='Cluster0'}-srv-cluster0.ar8adhd.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017 to client view of cluster
14:35:04.02 [main] INFO  org.mongodb.driver.cluster - Waiting for server to become available for operation with ID 5. Remaining time: 29978 ms. Selector: WritableServerSelector, topology description: {type=REPLICA_SET, servers=[{address=ac-shkgnry-shard-00-01.ar8adhd.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=ac-shkgnry-shard-00-00.ar8adhd.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}].
14:35:05.08 [cluster-ClusterId{value='68c68c468ce3687aa963acfc', description='Cluster0'}-ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017, type=REPLICA_SET_PRIMARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=914284300, minRoundTripTimeNanos=0, setName='atlas-qt3wup-shard-0', canonicalAddress=ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017, hosts=[ac-shkgnry-shard-00-00.ar8adhd.mongodb.net:27017, ac-shkgnry-shard-00-01.ar8adhd.mongodb.net:27017, ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017], passives=[], arbiters=[], primary='ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff00000000000004ad, setVersion=170, topologyVersion=TopologyVersion{processId=68c482fd6c45f6fe128c2a6e, counter=6}, lastWriteDate=Sun Sep 14 14:34:55 PKT 2025, lastUpdateTimeNanos=2319950707100}
14:35:05.08 [cluster-ClusterId{value='68c68c468ce3687aa963acfc', description='Cluster0'}-ac-shkgnry-shard-00-00.ar8adhd.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-shkgnry-shard-00-00.ar8adhd.mongodb.net:27017, type=REPLICA_SET_SECONDARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=841775100, minRoundTripTimeNanos=0, setName='atlas-qt3wup-shard-0', canonicalAddress=ac-shkgnry-shard-00-00.ar8adhd.mongodb.net:27017, hosts=[ac-shkgnry-shard-00-00.ar8adhd.mongodb.net:27017, ac-shkgnry-shard-00-01.ar8adhd.mongodb.net:27017, ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017], passives=[], arbiters=[], primary='ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=170, topologyVersion=TopologyVersion{processId=68c47fb3e2f7a238a7a2f997, counter=4}, lastWriteDate=Sun Sep 14 14:34:55 PKT 2025, lastUpdateTimeNanos=2319928636600}
14:35:05.08 [cluster-ClusterId{value='68c68c468ce3687aa963acfc', description='Cluster0'}-ac-shkgnry-shard-00-01.ar8adhd.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-shkgnry-shard-00-01.ar8adhd.mongodb.net:27017, type=REPLICA_SET_SECONDARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=908595800, minRoundTripTimeNanos=0, setName='atlas-qt3wup-shard-0', canonicalAddress=ac-shkgnry-shard-00-01.ar8adhd.mongodb.net:27017, hosts=[ac-shkgnry-shard-00-00.ar8adhd.mongodb.net:27017, ac-shkgnry-shard-00-01.ar8adhd.mongodb.net:27017, ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017], passives=[], arbiters=[], primary='ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=170, topologyVersion=TopologyVersion{processId=68c485857defd3d7e39db919, counter=3}, lastWriteDate=Sun Sep 14 14:34:55 PKT 2025, lastUpdateTimeNanos=2319945006900}
14:35:05.10 [cluster-ClusterId{value='68c68c468ce3687aa963acfc', description='Cluster0'}-ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017 with max election id 7fffffff00000000000004ad and max set version 170
14:35:07.88 [main] INFO  o.s.s.c.a.a.c.InitializeAuthenticationProviderBeanManagerConfigurer$InitializeAuthenticationProviderManagerConfigurer - Global AuthenticationManager configured with AuthenticationProvider bean with name authenticationProvider
14:35:07.89 [main] WARN  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used by Spring Security for automatically configuring username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider. If the current configuration is intentional, to turn off this warning, increase the logging level of 'org.springframework.security.config.annotation.authentication.configuration.InitializeUserDetailsBeanManagerConfigurer' to ERROR
14:35:09.00 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
14:35:09.07 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/journal'
14:35:09.10 [main] INFO  n.e.journalApp.JournalApplication - Started JournalApplication in 12.855 seconds (process running for 15.037)
14:36:19.24 [SpringApplicationShutdownHook] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
14:36:20.19 [tomcat-shutdown] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
14:53:51.14 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.2.Final
14:53:51.35 [main] INFO  n.e.journalApp.JournalApplication - Starting JournalApplication using Java 17.0.16 with PID 2688 (E:\Springboot -- Engineering Digest\E2EE JournalApp\target\classes started by suhaib in E:\Springboot -- Engineering Digest\E2EE JournalApp)
14:53:51.35 [main] INFO  n.e.journalApp.JournalApplication - No active profile set, falling back to 1 default profile: "default"
14:53:53.61 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
14:53:53.80 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 179 ms. Found 3 MongoDB repository interfaces.
14:53:55.39 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
14:53:55.42 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
14:53:55.42 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
14:53:55.43 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.43]
14:53:55.59 [main] INFO  o.a.c.c.C.[.[localhost].[/journal] - Initializing Spring embedded WebApplicationContext
14:53:55.60 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 4098 ms
14:53:56.44 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"application": {"name": "Cluster0"}, "driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "5.5.1"}, "os": {"type": "Windows", "name": "Windows 10", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Eclipse Adoptium/17.0.16+8"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=majority, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='sobi7', source='admin', password=<hidden>, mechanismProperties=<hidden>}, transportSettings=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, CollectionCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.client.model.mql.ExpressionCodecProvider@49edcb30, com.mongodb.Jep395RecordCodecProvider@59303963, com.mongodb.KotlinCodecProvider@61e86192]}, loggerSettings=LoggerSettings{maxDocumentLength=1000}, clusterSettings={hosts=[127.0.0.1:27017], srvHost=cluster0.ar8adhd.mongodb.net, srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-qt3wup-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='15 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverMonitoringMode=AUTO, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='Cluster0', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, dnsClient=null, inetAddressResolver=null, contextProvider=null, timeoutMS=null}
14:53:56.47 [cluster-ClusterId{value='68c690b455ba733d071bd35e', description='Cluster0'}-srv-cluster0.ar8adhd.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-shkgnry-shard-00-00.ar8adhd.mongodb.net:27017 to client view of cluster
14:53:56.56 [cluster-ClusterId{value='68c690b455ba733d071bd35e', description='Cluster0'}-srv-cluster0.ar8adhd.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-shkgnry-shard-00-01.ar8adhd.mongodb.net:27017 to client view of cluster
14:53:56.57 [cluster-ClusterId{value='68c690b455ba733d071bd35e', description='Cluster0'}-srv-cluster0.ar8adhd.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017 to client view of cluster
14:53:57.40 [main] INFO  org.mongodb.driver.cluster - Waiting for server to become available for operation with ID 5. Remaining time: 29983 ms. Selector: WritableServerSelector, topology description: {type=REPLICA_SET, servers=[{address=ac-shkgnry-shard-00-00.ar8adhd.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=ac-shkgnry-shard-00-01.ar8adhd.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}].
14:53:58.48 [cluster-ClusterId{value='68c690b455ba733d071bd35e', description='Cluster0'}-ac-shkgnry-shard-00-00.ar8adhd.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-shkgnry-shard-00-00.ar8adhd.mongodb.net:27017, type=REPLICA_SET_SECONDARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=910167200, minRoundTripTimeNanos=0, setName='atlas-qt3wup-shard-0', canonicalAddress=ac-shkgnry-shard-00-00.ar8adhd.mongodb.net:27017, hosts=[ac-shkgnry-shard-00-00.ar8adhd.mongodb.net:27017, ac-shkgnry-shard-00-01.ar8adhd.mongodb.net:27017, ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017], passives=[], arbiters=[], primary='ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=170, topologyVersion=TopologyVersion{processId=68c47fb3e2f7a238a7a2f997, counter=4}, lastWriteDate=Sun Sep 14 14:53:48 PKT 2025, lastUpdateTimeNanos=3453342382800}
14:53:58.48 [cluster-ClusterId{value='68c690b455ba733d071bd35e', description='Cluster0'}-ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017, type=REPLICA_SET_PRIMARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=946880500, minRoundTripTimeNanos=0, setName='atlas-qt3wup-shard-0', canonicalAddress=ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017, hosts=[ac-shkgnry-shard-00-00.ar8adhd.mongodb.net:27017, ac-shkgnry-shard-00-01.ar8adhd.mongodb.net:27017, ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017], passives=[], arbiters=[], primary='ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff00000000000004ad, setVersion=170, topologyVersion=TopologyVersion{processId=68c482fd6c45f6fe128c2a6e, counter=6}, lastWriteDate=Sun Sep 14 14:53:48 PKT 2025, lastUpdateTimeNanos=3453337174900}
14:53:58.48 [cluster-ClusterId{value='68c690b455ba733d071bd35e', description='Cluster0'}-ac-shkgnry-shard-00-01.ar8adhd.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-shkgnry-shard-00-01.ar8adhd.mongodb.net:27017, type=REPLICA_SET_SECONDARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=952997700, minRoundTripTimeNanos=0, setName='atlas-qt3wup-shard-0', canonicalAddress=ac-shkgnry-shard-00-01.ar8adhd.mongodb.net:27017, hosts=[ac-shkgnry-shard-00-00.ar8adhd.mongodb.net:27017, ac-shkgnry-shard-00-01.ar8adhd.mongodb.net:27017, ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017], passives=[], arbiters=[], primary='ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=170, topologyVersion=TopologyVersion{processId=68c485857defd3d7e39db919, counter=3}, lastWriteDate=Sun Sep 14 14:53:48 PKT 2025, lastUpdateTimeNanos=3453337174700}
14:53:58.50 [cluster-ClusterId{value='68c690b455ba733d071bd35e', description='Cluster0'}-ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017 with max election id 7fffffff00000000000004ad and max set version 170
14:54:01.81 [main] INFO  o.s.s.c.a.a.c.InitializeAuthenticationProviderBeanManagerConfigurer$InitializeAuthenticationProviderManagerConfigurer - Global AuthenticationManager configured with AuthenticationProvider bean with name authenticationProvider
14:54:01.81 [main] WARN  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used by Spring Security for automatically configuring username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider. If the current configuration is intentional, to turn off this warning, increase the logging level of 'org.springframework.security.config.annotation.authentication.configuration.InitializeUserDetailsBeanManagerConfigurer' to ERROR
14:54:03.06 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
14:54:03.14 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/journal'
14:54:03.16 [main] INFO  n.e.journalApp.JournalApplication - Started JournalApplication in 12.943 seconds (process running for 14.273)
14:54:13.31 [SpringApplicationShutdownHook] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
14:54:14.35 [tomcat-shutdown] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
14:54:51.34 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [net.engineeringdigest.journalApp.repository.UserRepoImplTests]: UserRepoImplTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
14:54:51.98 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration net.engineeringdigest.journalApp.JournalApplication for test class net.engineeringdigest.journalApp.repository.UserRepoImplTests
14:54:54.86 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.2.Final
14:54:55.30 [main] INFO  n.e.j.repository.UserRepoImplTests - Starting UserRepoImplTests using Java 17.0.16 with PID 14192 (started by suhaib in E:\Springboot -- Engineering Digest\E2EE JournalApp)
14:54:55.31 [main] INFO  n.e.j.repository.UserRepoImplTests - No active profile set, falling back to 1 default profile: "default"
14:54:58.53 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
14:54:58.84 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 280 ms. Found 3 MongoDB repository interfaces.
14:55:02.04 [cluster-ClusterId{value='68c690f53d3a28bca48ed320', description='Cluster0'}-srv-cluster0.ar8adhd.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-shkgnry-shard-00-01.ar8adhd.mongodb.net:27017 to client view of cluster
14:55:02.20 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"application": {"name": "Cluster0"}, "driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "5.5.1"}, "os": {"type": "Windows", "name": "Windows 10", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Eclipse Adoptium/17.0.16+8"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=majority, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='sobi7', source='admin', password=<hidden>, mechanismProperties=<hidden>}, transportSettings=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, CollectionCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.client.model.mql.ExpressionCodecProvider@268c030f, com.mongodb.Jep395RecordCodecProvider@4b87760e, com.mongodb.KotlinCodecProvider@be164d8]}, loggerSettings=LoggerSettings{maxDocumentLength=1000}, clusterSettings={hosts=[127.0.0.1:27017], srvHost=cluster0.ar8adhd.mongodb.net, srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-qt3wup-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='15 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverMonitoringMode=AUTO, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='Cluster0', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, dnsClient=null, inetAddressResolver=null, contextProvider=null, timeoutMS=null}
14:55:02.26 [cluster-ClusterId{value='68c690f53d3a28bca48ed320', description='Cluster0'}-srv-cluster0.ar8adhd.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-shkgnry-shard-00-00.ar8adhd.mongodb.net:27017 to client view of cluster
14:55:02.28 [cluster-ClusterId{value='68c690f53d3a28bca48ed320', description='Cluster0'}-srv-cluster0.ar8adhd.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017 to client view of cluster
14:55:05.62 [main] INFO  org.mongodb.driver.cluster - Waiting for server to become available for operation with ID 5. Remaining time: 29927 ms. Selector: WritableServerSelector, topology description: {type=REPLICA_SET, servers=[{address=ac-shkgnry-shard-00-01.ar8adhd.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=ac-shkgnry-shard-00-00.ar8adhd.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}].
14:55:06.60 [cluster-ClusterId{value='68c690f53d3a28bca48ed320', description='Cluster0'}-ac-shkgnry-shard-00-01.ar8adhd.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-shkgnry-shard-00-01.ar8adhd.mongodb.net:27017, type=REPLICA_SET_SECONDARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=1568452900, minRoundTripTimeNanos=0, setName='atlas-qt3wup-shard-0', canonicalAddress=ac-shkgnry-shard-00-01.ar8adhd.mongodb.net:27017, hosts=[ac-shkgnry-shard-00-00.ar8adhd.mongodb.net:27017, ac-shkgnry-shard-00-01.ar8adhd.mongodb.net:27017, ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017], passives=[], arbiters=[], primary='ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=170, topologyVersion=TopologyVersion{processId=68c485857defd3d7e39db919, counter=3}, lastWriteDate=Sun Sep 14 14:54:56 PKT 2025, lastUpdateTimeNanos=3521450859500}
14:55:06.60 [cluster-ClusterId{value='68c690f53d3a28bca48ed320', description='Cluster0'}-ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017, type=REPLICA_SET_PRIMARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=1568092000, minRoundTripTimeNanos=0, setName='atlas-qt3wup-shard-0', canonicalAddress=ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017, hosts=[ac-shkgnry-shard-00-00.ar8adhd.mongodb.net:27017, ac-shkgnry-shard-00-01.ar8adhd.mongodb.net:27017, ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017], passives=[], arbiters=[], primary='ac-shkgnry-shard-00-02.ar8adhd.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff00000000000004ad, setVersion=170, topologyVersion=TopologyVersion{processId=68c482fd6c45f6fe128c2a6e, counter=6}, lastWriteDate=Sun Sep 14 14:54:56 PKT 2025, lastUpdateTimeNanos=3521450486100}
